id_text;document;freq_texte_freq_text
203;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.74.txt;10347.860556287897
204;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.81.txt;9192.293826420593
205;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.92.txt;9041.31712416935
206;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_3.08.txt;8723.730773958589
207;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_3.1.txt;9339.03806832817
208;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_3.17-(1).txt;8830.400995661957
209;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_3.17.txt;7048.887037758341
210;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_3.63.txt;8745.849726712526
212;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_4.74.txt;9328.234945269705
213;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_5.3.txt;8317.137518842695
214;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_5.85.txt;9474.942511152949
215;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_1.69.txt;6594.062457113354
216;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_1.9.txt;6992.341293531958
217;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_1.96.txt;6154.110423871872
218;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.02.txt;11585.653716322078
219;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.07.txt;11904.539616506583
220;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.15.txt;11029.075583831123
221;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.25.txt;10977.070273898624
222;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.32.txt;12649.93363261405
223;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.4.txt;10532.335298945074
224;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.52.txt;11193.6862981711
225;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.65.txt;11123.847747679267
226;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_2.92.txt;9487.906973729256
227;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_3.0.txt;9872.590276707217
228;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Léonard_3.23.txt;10143.035515546944
229;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.01.txt;0
230;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.11.txt;3170.1282372852656
231;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.2.txt;9688.197533052333
232;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.24.txt;6581.442036614374
233;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.3.txt;7992.378715791455
234;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.38.txt;7836.74057170709
235;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.51.txt;3734.2728746857174
236;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.62.txt;6103.6369107951605
237;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.76.txt;6609.490072174625
238;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.85.txt;8982.54920784039
239;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Madeleine_1.95.txt;8132.759454485818
