rififi,2
propres,12
totoph,4
christophe,142
barcelone,1
joujou,2
guitares,3
rapporter,2
flan,5
nathalie,13
superman,3
sport,10
victoire,6
trampoline,7
mangerai,3
zéro,31
marches,9
reins,1
épaules,10
alain,2
jean,64
bains,18
salles,1
pressé,4
permission,1
pressée,3
robe,97
jupe,20
devine,4
p@l,46
a@l,71
e@l.,1
r@l,16
s@l,15
quenelle,3
viendrez,1
pouet@o,5
cours,32
délicieuses,1
droite,24
savez,14
contraire,1
gauche,29
clémentines,5
sucré,9
demie,5
ramenées,1
bas,319
air,71
crabes,13
minnie,11
mickey,65
ski,38
